carID,brand,model,year,transmission,mileage (mi),odometer (km),fuelType,mpg (mi),L/100km,engineSize (L),price (£),price (CAD)
16119, bmw, X6, 2019, Semi-Auto, 3455, 5560, Diesel, 34.9, 6.74, 3, 54995, 93491.5
16124, vw, Caddy Maxi Life, 2014, Manual, 30393, 48913, Diesel, 48.7, 4.83, 1.6, 11995, 20391.5
16125, merc, CLA Class, 2017, Automatic, 10626, 17101, Petrol, 53.3, 4.41, 1.6, 17200, 29240
16128, bmw, Z4, 2014, Manual, 31000, 49890, Petrol, 41.5, 5.67, 2, 12490, 21233
16131, toyota, Land Cruiser, 2004, Automatic, 143000, 230136, Diesel, 27.2, 8.65, 3, 6450, 10965
16132, audi, A8, 2019, Automatic, 5000, 8047, Diesel, 50.4, 4.67, 3, 40990, 69683
16134, merc, CLS Class, 2015, Semi-Auto, 38792, 62430, Diesel, 57.7, 4.08, 2.1, 18099, 30768.3
16135, merc, CLS Class, 2017, Semi-Auto, 30427, 48967, Diesel, 57.7, 4.08, 2.1, 21480, 36516
16137, bmw, M4, 2019, Semi-Auto, 3452, 5555, Petrol, 34, 6.92, 3, 53995, 91791.5
16138, bmw, 6 Series, 2014, Semi-Auto, 64215, 103344, Diesel, 49.6, 4.74, 3, 17898, 30426.6
16139, vw, Beetle, 2014, Manual, 64147, 103234, Diesel, 57.6, 4.08, 2, 9495, 16141.5
16140, hyundi, I40, 2016, Manual, 34504, 55529, Diesel, 65.7, 3.58, 1.7, 11094, 18859.8
16141, vw, Beetle, 2015, Manual, 21867, 35191, Petrol, 51.4, 4.58, 1.2, 9689, 16471.3
16142, vw, Arteon, 2019, Semi-Auto, 7447, 11985, Diesel, 50.4, 4.67, 2, 25640, 43588
16143, bmw, M4, 2019, Semi-Auto, 1921, 3092, Petrol, 32.5, 7.24, 3, 46000, 78200
16144, vw, Arteon, 2018, Semi-Auto, 18563, 29874, Petrol, 47.1, 4.99, 2, 21444, 36454.8
16146, hyundi, I800, 2018, Manual, 32235, 51877, Diesel, 28, 8.4, 2.5, 15998, 27196.6
16148, bmw, X6, 2019, Semi-Auto, 11330, 18234, Diesel, 33.2, 7.08, 3, 68522, 116487.4
16150, hyundi, I800, 2018, Manual, 37902, 60997, Diesel, 37.7, 6.24, 2.5, 14495, 24641.5
16151, hyundi, Santa Fe, 2015, Manual, 21998, 35402, Diesel, 46.3, 5.08, 2.2, 15990, 27183
16153, toyota, Verso, 2016, Manual, 44098, 70969, Diesel, 62.8, 3.75, 1.6, 9950, 16915
16154, merc, V Class, 2018, Manual, 23075, 37136, Diesel, 46.3, 5.08, 2.1, 18450, 31365
16156, vw, Caravelle, 2011, Automatic, 86000, 138403, Diesel, 34.4, 6.84, 2, 19995, 33991.5
16159, merc, V Class, 2019, Manual, 22691, 36518, Diesel, 46.3, 5.08, 2.1, 22950, 39015
16162, hyundi, I800, 2018, Manual, 38330, 61686, Diesel, 37.7, 6.24, 2.5, 15480, 26316
16164, toyota, Verso, 2015, Automatic, 10500, 16898, Petrol, 43.5, 5.41, 1.8, 14274, 24265.8
16168, merc, S Class, 2017, Automatic, 18066, 29074, Diesel, 52.3, 4.5, 2.9, 38800, 65960
16170, hyundi, IX35, 2013, Manual, 73593, 118436, Diesel, 53.3, 4.41, 1.7, 7500, 12750
16171, hyundi, IX20, 2017, Manual, 6368, 10248, Petrol, 50.4, 4.67, 1.4, 9698, 16486.6
16175, bmw, X4, 2019, Semi-Auto, 8310, 13374, Diesel, 42.8, 5.5, 2, 36390, 61863
16177, bmw, M5, 2019, Automatic, 2684, 4319, Petrol, 24.1, 9.76, 4.4, 74988, 127479.6
16179, bmw, X6, 2018, Semi-Auto, 16334, 26287, Diesel, 40.9, 5.75, 3, 37790, 64243
16180, merc, CLA Class, 2019, Automatic, 10193, 16404, Diesel, 51.4, 4.58, 2.1, 25440, 43248
16182, vw, Scirocco, 2014, Manual, 43198, 69520, Diesel, 62.8, 3.75, 2, 12000, 20400
16183, merc, GLS Class, 2017, Automatic, 28416, 45731, Diesel, 37.2, 6.32, 3, 46002, 78203.4
16184, hyundi, IX20, 2013, Manual, 45016, 72446, Petrol, 45.6, 5.16, 1.4, 5800, 9860
16185, merc, CLA Class, 2016, Manual, 60872, 97964, Diesel, 67.3, 3.5, 2.1, 14750, 25075
16187, merc, V Class, 2019, Manual, 20981, 33766, Diesel, 46.3, 5.08, 2.1, 19950, 33915
16190, bmw, X7, 2020, Semi-Auto, 4919, 7916, Diesel, 31.4, 7.49, 3, 78490, 133433
16191, merc, CLA Class, 2015, Manual, 120000, 193121, Diesel, 65.7, 3.58, 2.1, 11493, 19538.1
16192, bmw, M6, 2016, Semi-Auto, 19000, 30577, Petrol, 27.4, 8.58, 4.4, 36995, 62891.5
16193, ford, Fusion, 2011, Manual, 35006, 56337, Petrol, 42.8, 5.5, 1.6, 3999, 6798.3
16194, vw, Caravelle, 2019, Semi-Auto, 6565, 10565, Diesel, 33.6, 7, 2, 39995, 67991.5
16195, audi, Q8, 2020, Automatic, 1500, 2414, Diesel, 32.8, 7.17, 3, 63888, 108609.6
16202, merc, G Class, 2017, Automatic, 38247, 61552, Petrol, 20.5, 11.47, 5.5, 71995, 122391.5
16204, bmw, X6, 2017, Automatic, 42000, 67592, Diesel, 42.8, 5.5, 3, 31990, 54383
16205, toyota, Avensis, 2016, Manual, 59244, 95344, Diesel, 67.3, 3.5, 1.6, 7950, 13515
16208, audi, Q8, 2019, Semi-Auto, 4488, 7223, Diesel, 33.6, 7, 3, 48995, 83291.5
16209, bmw, X4, 2019, Semi-Auto, 4068, 6547, Diesel, 40.9, 5.75, 3, 36490, 62033
16210, ford, Edge, 2017, Manual, 29326, 47196, Diesel, 47.9, 4.91, 2, 20498, 34846.6
16211, vw, Beetle, 2016, Automatic, 15443, 24853, Petrol, 53.3, 4.41, 1.2, 12000, 20400
16212, merc, GLS Class, 2018, Automatic, 7390, 11893, Petrol, 23, 10.23, 5.5, 72950, 124015
16213, ford, Grand C-MAX, 2017, Manual, 15077, 24264, Diesel, 64.2, 3.66, 1.5, 12500, 21250
16218, bmw, M2, 2019, Semi-Auto, 25, 40, Petrol, 29.1, 8.08, 3, 48898, 83126.6
16219, ford, KA, 2014, Manual, 21303, 34284, Petrol, 57.7, 4.08, 1.2, 4499, 7648.3
16220, ford, Galaxy, 2017, Semi-Auto, 27829, 44786, Diesel, 52.3, 4.5, 2, 19945, 33906.5
16222, merc, S Class, 2019, Semi-Auto, 4870, 7837, Diesel, 52.3, 4.5, 3, 53699, 91288.3
16223, toyota, IQ, 2011, Automatic, 29000, 46671, Petrol, 58.9, 3.99, 1, 5995, 10191.5
16224, merc, CLS Class, 2019, Automatic, 4011, 6455, Diesel, 47.9, 4.91, 2.9, 43490, 73933
16228, vw, Scirocco, 2016, Manual, 35980, 57904, Petrol, 52.3, 4.5, 1.4, 9975, 16957.5
16234, bmw, 6 Series, 2012, Automatic, 50319, 80980, Diesel, 51.4, 4.58, 3, 12970, 22049
16236, merc, V Class, 2010, Automatic, 259000, 416819, Diesel, 30.7, 7.66, 3, 6949, 11813.3
16238, toyota, Verso, 2014, Manual, 51394, 82710, Diesel, 62.8, 3.75, 1.6, 7990, 13583
16239, hyundi, I40, 2016, Semi-Auto, 31339, 50435, Diesel, 56.5, 4.16, 1.7, 12495, 21241.5
16240, vw, Scirocco, 2017, Manual, 15063, 24241, Diesel, 55.4, 4.25, 2, 15190, 25823
16241, merc, S Class, 2019, Automatic, 2931, 4717, Hybrid, 100.9, 2.33, 3, 56890, 96713
16243, ford, Tourneo Custom, 2019, Manual, 1410, 2269, Diesel, 30.1, 7.81, 2, 26922, 45767.4
16244, ford, KA, 2009, Manual, 73000, 117482, Petrol, 55.4, 4.25, 1.2, 2995, 5091.5
16247, audi, S4, 2017, Automatic, 20278, 32634, Petrol, 38.7, 6.08, 3, 23700, 40290
16249, merc, CLS Class, 2013, Semi-Auto, 64777, 104248, Diesel, 47.1, 4.99, 3, 14972, 25452.4
16250, merc, GL Class, 2015, Automatic, 54965, 88457, Diesel, 55.4, 4.25, 2.1, 15599, 26518.3
16251, vw, Tiguan Allspace, 2019, Automatic, 12425, 19996, Diesel, 39.2, 6, 2, 27000, 45900
16254, toyota, Prius, 2016, Automatic, 28126, 45264, Hybrid, 94.1, 2.5, 1.8, 17250, 29325
16256, hyundi, Santa Fe, 2020, Semi-Auto, 50, 80, Diesel, 39.2, 6, 2.2, 36895, 62721.5
16258, vw, CC, 2014, Manual, 50400, 81111, Diesel, 60.1, 3.91, 2, 10500, 17850
16261, bmw, Z4, 2015, Semi-Auto, 22583, 36344, Petrol, 41.5, 5.67, 2, 16450, 27965
16262, ford, Tourneo Connect, 2016, Manual, 31307, 50384, Diesel, 64.2, 3.66, 1.5, 12360, 21012
16267, merc, S Class, 2019, Automatic, 2983, 4801, Diesel, 52.3, 4.5, 3, 55499, 94348.3
16269, vw, Amarok, 2019, Automatic, 5648, 9090, Diesel, 33.6, 7, 3, 39990, 67983
16270, merc, GL Class, 2016, Automatic, 11653, 18754, Diesel, 67.3, 3.5, 2.1, 17999, 30598.3
16271, toyota, Prius, 2017, Automatic, 39402, 63411, Hybrid, 94.1, 2.5, 1.8, 18700, 31790
16273, ford, Edge, 2017, Automatic, 19039, 30640, Diesel, 48.7, 4.83, 2, 20000, 34000
16274, ford, Galaxy, 2016, Manual, 87180, 140302, Diesel, 56.5, 4.16, 2, 14500, 24650
16275, vw, Shuttle, 2019, Semi-Auto, 14818, 23847, Diesel, 32.8, 7.17, 2, 27950, 47515
16276, merc, CLA Class, 2017, Automatic, 20182, 32480, Diesel, 67.3, 3.5, 2.1, 16850, 28645
16278, bmw, M4, 2017, Semi-Auto, 23250, 37417, Petrol, 34, 6.92, 3, 34995, 59491.5
16281, bmw, X6, 2017, Semi-Auto, 19924, 32064, Petrol, 25.4, 9.26, 4.4, 48482, 82419.4
16282, ford, Galaxy, 2017, Manual, 34034, 54772, Diesel, 56.5, 4.16, 2, 17998, 30596.6
16283, hyundi, IX35, 2014, Manual, 71289, 114728, Diesel, 53.3, 4.41, 1.7, 7298, 12406.6
16284, vw, Tiguan Allspace, 2020, Semi-Auto, 2334, 3756, Petrol, 35.8, 6.57, 1.5, 29399, 49978.3
16285, toyota, PROACE VERSO, 2019, Automatic, 5633, 9065, Diesel, 38.7, 6.08, 2, 27990, 47583
16291, ford, Galaxy, 2016, Automatic, 23647, 38056, Diesel, 52.3, 4.5, 2, 17500, 29750
16293, merc, GL Class, 2017, Automatic, 24000, 38624, Diesel, 47.9, 4.91, 2.1, 27990, 47583
16294, ford, Galaxy, 2016, Semi-Auto, 29228, 47038, Diesel, 52.3, 4.5, 2, 18650, 31705
16296, bmw, M4, 2019, Semi-Auto, 12, 19, Petrol, 34, 6.92, 3, 41945, 71306.5
16299, vw, Arteon, 2019, Manual, 40, 64, Diesel, 52.3, 4.5, 2, 27498, 46746.6
16303, ford, Galaxy, 2017, Manual, 28310, 45560, Diesel, 56.5, 4.16, 2, 17990, 30583
16304, toyota, GT86, 2013, Manual, 50584, 81407, Petrol, 36.2, 6.5, 2, 11575, 19677.5
16305, ford, Edge, 2018, Automatic, 10237, 16475, Diesel, 47.9, 4.91, 2, 22027, 37445.9
16306, vw, Beetle, 2006, Manual, 78356, 126101, Petrol, 32.1, 7.33, 2, 2695, 4581.5
16308, merc, GL Class, 2015, Semi-Auto, 44902, 72263, Diesel, 36.2, 6.5, 3, 30698, 52186.6
16309, hyundi, I800, 2018, Automatic, 35050, 56407, Diesel, 33.6, 7, 2.5, 14990, 25483
16315, toyota, Verso, 2016, Manual, 37305, 60036, Diesel, 62.8, 3.75, 1.6, 11295, 19201.5
16316, bmw, X6, 2020, Semi-Auto, 9710, 15627, Diesel, 34.9, 6.74, 3, 55890, 95013
16317, ford, Grand Tourneo Connect, 2019, Manual, 1144, 1841, Diesel, 61.4, 3.83, 1.5, 17998, 30596.6
16322, toyota, Prius, 2008, Automatic, 120000, 193121, Hybrid, 65.7, 3.58, 1.5, 4490, 7633
16323, ford, Mustang, 2018, Semi-Auto, 28915, 46534, Petrol, 22.1, 10.64, 5, 31991, 54384.7
16331, hyundi, Santa Fe, 2016, Manual, 25976, 41804, Diesel, 47.1, 4.99, 2.2, 19360, 32912
16332, bmw, 6 Series, 2017, Automatic, 25338, 40777, Diesel, 49.6, 4.74, 3, 23750, 40375
16333, ford, Galaxy, 2017, Semi-Auto, 40838, 65722, Diesel, 52.3, 4.5, 2, 18000, 30600
16335, hyundi, I40, 2017, Manual, 26500, 42648, Diesel, 65.7, 3.58, 1.7, 11388, 19359.6
16337, merc, G Class, 2013, Automatic, 52438, 84391, Diesel, 25.2, 9.33, 3, 45000, 76500
16338, audi, R8, 2007, Automatic, 39000, 62764, Petrol, 21, 11.2, 4.2, 42992, 73086.4
16341, hyundi, IX35, 2015, Manual, 33730, 54283, Diesel, 53.3, 4.41, 1.7, 9470, 16099
16346, vw, CC, 2016, Semi-Auto, 43308, 69697, Diesel, 54.3, 4.33, 2, 12890, 21913
16349, ford, Tourneo Custom, 2019, Manual, 9897, 15928, Diesel, 30.1, 7.81, 2, 25995, 44191.5
16352, hyundi, IX20, 2017, Automatic, 10843, 17450, Petrol, 43.5, 5.41, 1.6, 10999, 18698.3
16357, vw, Scirocco, 2014, Manual, 54239, 87289, Diesel, 62.8, 3.75, 2, 10500, 17850
16359, bmw, M2, 2016, Semi-Auto, 14712, 23677, Petrol, 35.8, 6.57, 3, 31000, 52700
16360, bmw, 7 Series, 2014, Semi-Auto, 24528, 39474, Petrol, 32.8, 7.17, 4.4, 21498, 36546.6
16363, ford, Edge, 2018, Manual, 22068, 35515, Diesel, 48.7, 4.83, 2, 19498, 33146.6
16365, merc, CLS Class, 2015, Semi-Auto, 35866, 57721, Diesel, 49.6, 4.74, 3, 19298, 32806.6
16366, bmw, X6, 2016, Semi-Auto, 27838, 44801, Diesel, 47.1, 4.99, 3, 29890, 50813
16367, hyundi, IX20, 2017, Manual, 12704, 20445, Petrol, 50.4, 4.67, 1.4, 9795, 16651.5
16369, bmw, Z4, 2020, Semi-Auto, 1000, 1609, Petrol, 38.7, 6.08, 2, 34995, 59491.5
16375, audi, SQ7, 2017, Automatic, 12000, 19312, Diesel, 39.2, 6, 4, 52888, 89909.6
16377, bmw, X7, 2019, Semi-Auto, 6506, 10470, Diesel, 31.4, 7.49, 3, 77880, 132396
16378, bmw, X6, 2019, Semi-Auto, 2519, 4054, Petrol, 26.4, 8.91, 3, 66750, 113475
16379, merc, GLS Class, 2017, Automatic, 25605, 41207, Diesel, 37.2, 6.32, 3, 39498, 67146.6
16382, bmw, Z4, 2020, Semi-Auto, 12, 19, Petrol, 38.7, 6.08, 2, 30990, 52683
16383, vw, Shuttle, 2019, Semi-Auto, 11514, 18530, Diesel, 32.8, 7.17, 2, 32500, 55250
16384, toyota, Prius, 2020, Automatic, 1500, 2414, Hybrid, 235, 1, 1.8, 27990, 47583
16387, toyota, Verso, 2017, Semi-Auto, 16084, 25885, Petrol, 43.5, 5.41, 1.8, 15498, 26346.6
16390, hyundi, I40, 2018, Manual, 37653, 60596, Diesel, 60.1, 3.91, 1.7, 13491, 22934.7
16393, audi, A7, 2019, Semi-Auto, 13502, 21729, Diesel, 47.1, 4.99, 2, 31990, 54383
16398, ford, Tourneo Connect, 2015, Automatic, 15518, 24974, Petrol, 35.3, 6.66, 1.6, 11495, 19541.5
16400, bmw, Z4, 2020, Semi-Auto, 4646, 7477, Petrol, 38.7, 6.08, 2, 29990, 50983
16401, vw, Arteon, 2019, Semi-Auto, 9000, 14484, Petrol, 47.1, 4.99, 2, 25500, 43350
16402, merc, CLS Class, 2014, Automatic, 48500, 78053, Diesel, 54.3, 4.33, 2.1, 13995, 23791.5
16403, merc, GL Class, 2016, Automatic, 53167, 85564, Diesel, 67.3, 3.5, 2.1, 14499, 24648.3
16410, audi, Q8, 2020, Semi-Auto, 3000, 4828, Diesel, 32.8, 7.17, 3, 63000, 107100
16411, vw, Tiguan Allspace, 2019, Manual, 9000, 14484, Petrol, 46.3, 5.08, 2, 23495, 39941.5
16412, bmw, Z4, 2020, Semi-Auto, 5, 8, Petrol, 38.7, 6.08, 2, 33850, 57545
16414, merc, GL Class, 2014, Automatic, 55000, 88514, Petrol, 23, 10.23, 5.5, 35989, 61181.3
16416, toyota, Prius, 2018, Automatic, 44512, 71635, Hybrid, 94.1, 2.5, 1.8, 17995, 30591.5
16419, bmw, 7 Series, 2019, Semi-Auto, 6249, 10057, Diesel, 42.2, 5.57, 3, 46500, 79050
16420, audi, SQ5, 2020, Automatic, 1500, 2414, Diesel, 34.5, 6.82, 0, 56450, 95965
16421, merc, S Class, 2019, Automatic, 21442, 34507, Petrol, 32.1, 7.33, 4, 81900, 139230
16422, audi, R8, 2020, Semi-Auto, 333, 536, Petrol, 21.4, 10.99, 5.2, 133900, 227630
16423, ford, Edge, 2019, Automatic, 4921, 7920, Diesel, 37.2, 6.32, 2, 36000, 61200
16425, audi, RS3, 2019, Automatic, 4550, 7322, Petrol, 29.7, 7.92, 2.5, 41990, 71383
16426, merc, V Class, 2018, Automatic, 20527, 33035, Diesel, 45.6, 5.16, 2.1, 36498, 62046.6
16428, toyota, GT86, 2020, Manual, 650, 1046, Petrol, 33.2, 7.08, 2, 28000, 47600
16430, vw, Scirocco, 2016, Manual, 38452, 61882, Diesel, 67.3, 3.5, 2, 13690, 23273
16432, bmw, 7 Series, 2019, Semi-Auto, 7515, 12094, Diesel, 42.2, 5.57, 3, 46990, 79883
16433, hyundi, IX20, 2013, Automatic, 50150, 80708, Petrol, 43.6, 5.39, 1.6, 6995, 11891.5
16436, ford, Tourneo Custom, 2017, Manual, 26514, 42670, Diesel, 44.8, 5.25, 2, 20000, 34000
16438, bmw, Z4, 2013, Automatic, 35554, 57218, Petrol, 41.5, 5.67, 2, 13700, 23290
16439, hyundi, Santa Fe, 2019, Semi-Auto, 1173, 1888, Diesel, 39.2, 6, 2.2, 33900, 57630
16440, merc, GL Class, 2017, Automatic, 56316, 90632, Diesel, 56.5, 4.16, 2.1, 20500, 34850
16441, audi, A8, 2018, Semi-Auto, 4524, 7281, Diesel, 40.4, 5.82, 3, 35000, 59500
16442, vw, Jetta, 2017, Manual, 15899, 25587, Diesel, 67.3, 3.5, 2, 10495, 17841.5
16444, bmw, X7, 2019, Automatic, 11055, 17791, Diesel, 33.6, 7, 3, 62995, 107091.5
16445, toyota, GT86, 2019, Manual, 1557, 2506, Petrol, 33.2, 7.08, 2, 23995, 40791.5
16450, ford, KA, 2017, Manual, 10631, 17109, Petrol, 57.7, 4.08, 1.2, 8600, 14620
16451, audi, A8, 2017, Semi-Auto, 37492, 60337, Diesel, 47.1, 4.99, 3, 24500, 41650
16452, audi, A8, 2018, Automatic, 10250, 16496, Petrol, 37.7, 6.24, 3, 37000, 62900
16454, toyota, Prius, 2013, Automatic, 35726, 57495, Hybrid, 134.5, 1.75, 1.8, 13495, 22941.5
16456, ford, Grand C-MAX, 2011, Manual, 48718, 78404, Petrol, 40.9, 5.75, 1.6, 6499, 11048.3
16457, ford, Tourneo Custom, 2018, Manual, 6959, 11199, Diesel, 46.3, 5.08, 2, 21980, 37366
16458, ford, Grand C-MAX, 2011, Manual, 64000, 102998, Petrol, 40.9, 5.75, 1.6, 5490, 9333
16461, bmw, 7 Series, 2014, Automatic, 59640, 95981, Diesel, 50.4, 4.67, 3, 13840, 23528
16466, hyundi, Santa Fe, 2018, Semi-Auto, 17189, 27663, Diesel, 42.8, 5.5, 2.2, 21995, 37391.5
16468, toyota, Prius, 2017, Automatic, 34885, 56142, Hybrid, 85.6, 2.75, 1.8, 19689, 33471.3
16469, bmw, X4, 2019, Semi-Auto, 4231, 6809, Diesel, 42.8, 5.5, 2, 33998, 57796.6
16470, ford, KA, 2019, Manual, 6596, 10615, Petrol, 47.9, 4.91, 1.2, 10000, 17000
16473, toyota, GT86, 2019, Manual, 1751, 2818, Petrol, 33.2, 7.08, 2, 23980, 40766
16474, hyundi, IX20, 2017, Automatic, 27918, 44930, Petrol, 43.5, 5.41, 1.6, 9628, 16367.6
16477, bmw, 8 Series, 2019, Automatic, 11111, 17881, Petrol, 26.9, 8.74, 4.4, 65000, 110500
16478, toyota, Verso, 2017, Manual, 6995, 11257, Petrol, 41.5, 5.67, 1.6, 12485, 21224.5
16481, ford, Grand Tourneo Connect, 2017, Manual, 24712, 39770, Diesel, 64.2, 3.66, 1.5, 15999, 27198.3
16483, ford, Grand C-MAX, 2017, Manual, 62833, 101120, Diesel, 64.2, 3.66, 1.5, 8450, 14365
16484, merc, SLK, 2008, Automatic, 60000, 96560, Petrol, 34.4, 6.84, 1.8, 5980, 10166
16485, vw, CC, 2016, Semi-Auto, 29000, 46671, Diesel, 53.3, 4.41, 2, 11250, 19125
16486, toyota, Prius, 2019, Automatic, 7677, 12355, Hybrid, 62.8, 3.75, 1.8, 24060, 40902
16487, bmw, M5, 2012, Automatic, 51000, 82076, Petrol, 28.5, 8.25, 4.4, 23995, 40791.5
16488, ford, Grand C-MAX, 2016, Manual, 34883, 56139, Diesel, 61.4, 3.83, 2, 11998, 20396.6
16491, audi, A8, 2019, Automatic, 755, 1215, Diesel, 39.2, 6, 3, 47990, 81583
16492, merc, M Class, 2014, Semi-Auto, 43729, 70375, Diesel, 39.2, 6, 3, 17995, 30591.5
16494, ford, Galaxy, 2016, Manual, 40885, 65798, Diesel, 56.5, 4.16, 2, 16620, 28254
16495, merc, GL Class, 2015, Automatic, 45712, 73566, Diesel, 36.2, 6.5, 3, 29865, 50770.5
16496, ford, Galaxy, 2019, Manual, 9188, 14787, Diesel, 55.4, 4.25, 2, 20800, 35360
16497, hyundi, Santa Fe, 2011, Manual, 130000, 209214, Diesel, 41.5, 5.67, 2.2, 5395, 9171.5
16499, bmw, M4, 2020, Semi-Auto, 7, 11, Petrol, 32.5, 7.24, 3, 49490, 84133
16503, toyota, Prius, 2019, Automatic, 6133, 9870, Hybrid, 64.2, 3.66, 1.8, 22750, 38675
16506, bmw, 6 Series, 2019, Semi-Auto, 6081, 9786, Diesel, 42.2, 5.57, 2, 32785, 55734.5
16510, toyota, Prius, 2016, Automatic, 48153, 77495, Other, 64.2, 3.66, 1.8, 20000, 34000
16511, merc, CLS Class, 2013, Automatic, 65000, 104607, Diesel, 54.3, 4.33, 2.1, 12000, 20400
16512, bmw, i3, 2017, Automatic, 28169, 45333, Hybrid, 470.8, 0.5, 0, 23751, 40376.7
16514, vw, Beetle, 2018, Manual, 24104, 38792, Petrol, 53.3, 4.41, 1.2, 13500, 22950
16515, toyota, Prius, 2018, Automatic, 43078, 69327, Hybrid, 94.1, 2.5, 1.8, 18990, 32283
16518, ford, KA, 2018, Manual, 7916, 12740, Petrol, 43.5, 5.41, 1.2, 9599, 16318.3
16519, audi, A7, 2014, Semi-Auto, 44247, 71208, Diesel, 44.8, 5.25, 3, 17999, 30598.3
16520, bmw, X7, 2019, Semi-Auto, 4900, 7886, Diesel, 33.6, 7, 3, 67000, 113900
16521, merc, CLS Class, 2019, Semi-Auto, 15674, 25225, Diesel, 47.9, 4.91, 2.9, 42849, 72843.3
16523, vw, Caravelle, 2016, Manual, 19981, 32156, Diesel, 42.8, 5.5, 2, 28999, 49298.3
16524, toyota, Prius, 2015, Automatic, 51896, 83518, Hybrid, 134.5, 1.75, 1.8, 15995, 27191.5
16526, ford, Puma, 2019, Manual, 470, 756, Petrol, 51.4, 4.58, 1, 20000, 34000
16527, merc, CLS Class, 2019, Automatic, 4105, 6606, Diesel, 48.7, 4.83, 2.9, 35590, 60503
16528, toyota, Prius, 2017, Automatic, 19870, 31978, Hybrid, 94.1, 2.5, 1.8, 18999, 32298.3
16529, ford, Galaxy, 2019, Manual, 5593, 9001, Diesel, 55.4, 4.25, 2, 26500, 45050
16533, vw, Scirocco, 2016, Manual, 17141, 27586, Diesel, 55.4, 4.25, 2, 15940, 27098
16534, ford, Galaxy, 2017, Semi-Auto, 11348, 18263, Diesel, 52.3, 4.5, 2, 21500, 36550
16544, ford, Edge, 2017, Semi-Auto, 29000, 46671, Diesel, 47.9, 4.91, 2, 22450, 38165
16545, ford, Puma, 2020, Manual, 1255, 2020, Petrol, 50.4, 4.67, 1, 21990, 37383
16547, bmw, 7 Series, 2019, Semi-Auto, 3200, 5150, Diesel, 44.1, 5.33, 3, 52490, 89233
16548, bmw, M4, 2020, Automatic, 10, 16, Petrol, 34, 6.92, 3, 49488, 84129.6
16550, hyundi, IX20, 2017, Automatic, 31100, 50050, Petrol, 43.5, 5.41, 1.6, 8495, 14441.5
16553, ford, Mustang, 2020, Semi-Auto, 691, 1112, Petrol, 22.1, 10.64, 5, 39990, 67983
16554, bmw, X6, 2016, Automatic, 33500, 53913, Diesel, 42.8, 5.5, 3, 32000, 54400
16555, vw, CC, 2012, Manual, 98000, 157715, Diesel, 60.1, 3.91, 2, 6695, 11381.5
16556, merc, GLB Class, 2020, Semi-Auto, 1508, 2427, Diesel, 47.9, 4.91, 2, 35400, 60180
16558, ford, Grand C-MAX, 2017, Manual, 22888, 36835, Petrol, 54.3, 4.33, 1, 10990, 18683
16560, vw, Shuttle, 2016, Manual, 20074, 32306, Diesel, 47.1, 4.99, 2, 16998, 28896.6
16561, toyota, Prius, 2016, Automatic, 31717, 51043, Hybrid, 94.1, 2.5, 1.8, 16950, 28815
16562, audi, SQ5, 2014, Automatic, 69682, 112142, Diesel, 41.5, 5.67, 3, 19400, 32980
16564, hyundi, Santa Fe, 2020, Automatic, 2500, 4023, Diesel, 39.2, 6, 2.2, 34995, 59491.5
16565, merc, CLA Class, 2019, Manual, 3794, 6106, Petrol, 42.8, 5.5, 1.6, 20700, 35190
16566, bmw, Z4, 2020, Semi-Auto, 10, 16, Petrol, 38.7, 6.08, 2, 30990, 52683
16567, toyota, GT86, 2017, Manual, 36100, 58097, Petrol, 36.2, 6.5, 2, 16995, 28891.5
16569, ford, KA, 2018, Manual, 15179, 24428, Petrol, 57.7, 4.08, 1.2, 8217, 13968.9
16571, toyota, Hilux, 2020, Automatic, 150, 241, Diesel, 2.8, 84.01, 2.4, 36995, 62891.5
16573, merc, V Class, 2018, Semi-Auto, 5988, 9637, Diesel, 44.8, 5.25, 2.2, 39900, 67830
16576, bmw, 6 Series, 2017, Automatic, 26000, 41843, Diesel, 49.6, 4.74, 3, 24622, 41857.4
16577, bmw, Z3, 2002, Automatic, 16500, 26554, Petrol, 29.4, 8, 2.2, 14995, 25491.5
16581, merc, CLA Class, 2016, Manual, 47020, 75671, Petrol, 51.4, 4.58, 1.6, 14000, 23800
16582, bmw, M4, 2018, Automatic, 9210, 14822, Petrol, 34, 6.92, 3, 34990, 59483
16584, vw, Scirocco, 2017, Semi-Auto, 22250, 35808, Petrol, 44.1, 5.33, 2, 16771, 28510.7
16587, bmw, M4, 2015, Semi-Auto, 20100, 32348, Petrol, 34, 6.92, 3, 29997, 50994.9
16592, ford, Galaxy, 2012, Manual, 64237, 103379, Petrol, 39.2, 6, 1.6, 7985, 13574.5
16597, vw, Scirocco, 2016, Manual, 44015, 70835, Diesel, 53.3, 4.41, 2, 12912, 21950.4
16602, audi, RS6, 2016, Automatic, 51600, 83042, Petrol, 29.4, 8, 4, 47490, 80733
16606, ford, Grand Tourneo Connect, 2016, Manual, 13608, 21900, Diesel, 64.2, 3.66, 1.5, 13490, 22933
16607, bmw, 6 Series, 2016, Automatic, 62156, 100030, Diesel, 49.6, 4.74, 3, 17490, 29733
16608, toyota, Prius, 2016, Automatic, 30125, 48481, Hybrid, 94.1, 2.5, 1.8, 16390, 27863
16609, merc, V Class, 2019, Automatic, 500, 805, Diesel, 36.2, 6.5, 2, 45395, 77171.5
